사용월,호선명,지하철역,04시-05시 승차인원,05시-06시 승차인원,06시-07시 승차인원,07시-08시 승차인원,08시-09시 승차인원,09시-10시 승차인원,10시-11시 승차인원,11시-12시 승차인원,12시-13시 승차인원,13시-14시 승차인원,14시-15시 승차인원,15시-16시 승차인원,16시-17시 승차인원,17시-18시 승차인원,18시-19시 승차인원,19시-20시 승차인원,20시-21시 승차인원,21시-22시 승차인원,22시-23시 승차인원,23시-24시 승차인원,00시-01시 승차인원,01시-02시 승차인원,02시-03시 승차인원,03시-04시 승차인원
201901,2호선,신정네거리,17,8346,13140,43628,42708,24574,16810,16011,16168,15055,13226,12521,13719,15741,14582,8304,6041,4992,4170,2016,277,2,0,0
201901,2호선,신촌,87,10759,16610,40444,59087,44094,44421,56021,71727,81086,78818,91340,103008,126896,127149,96493,98775,107670,116982,58582,9616,15,0,0
201901,2호선,아현,14,4365,9517,26197,40019,24227,18671,18052,19360,18638,16889,17249,18572,22254,22144,13164,9627,7812,5319,2573,441,0,0,0
201901,2호선,양천구청,32,4446,11485,32301,31129,18162,12884,12390,11786,11166,9493,8792,9574,11141,10869,4771,3141,2666,2590,952,178,0,0,0
201901,2호선,역삼,83,4327,9750,16391,29868,28302,29196,39830,48945,63625,68394,87403,104295,178448,332167,173560,104376,113316,78322,35363,5898,0,2,0
201901,2호선,영등포구청,37,6025,14032,45277,52020,33266,26218,27731,29685,31567,32070,33292,36707,53326,110934,43756,30974,31553,26120,10511,1776,2,0,0
201901,2호선,왕십리(성동구청),667,7630,11377,31012,60304,36056,23221,24191,27489,29854,28785,30574,32735,41296,49665,31292,29540,33824,32782,21011,3548,1,0,0
201901,2호선,용답,2,2446,3160,7965,14989,6952,4703,4006,4392,4683,4069,3864,3990,3776,3892,2493,1667,1224,1071,487,80,0,0,0
201901,2호선,용두(동대문구청),9,935,1579,4860,7986,3987,3450,3769,4430,4819,5267,5486,5593,5932,7026,3268,2158,1747,1319,418,87,0,1,0
201901,2호선,을지로3가,20,1133,2446,5822,10508,13616,18218,22818,24447,29465,33221,38710,43644,71484,152381,72946,48048,50045,38666,19389,3613,7,0,0
201901,2호선,을지로4가,7,833,1536,3225,5851,8888,12444,15619,18835,21763,26007,30007,32886,46771,67611,38177,18234,13443,9927,4376,911,1,0,0
201901,2호선,을지로입구,60,3044,3503,8459,15748,20905,28590,41038,47523,63060,74180,89228,101038,142185,318327,163235,149467,128491,91465,41279,5000,14,0,0
201901,2호선,이대,29,2949,6574,18646,28274,19292,15901,21534,31439,34160,32618,39577,49028,58930,51685,34243,27289,30775,22309,7017,953,3,0,0
201901,2호선,잠실(송파구청),100,12409,47262,130638,194415,139336,94884,96326,106983,121476,129402,145865,168082,215130,294737,206532,186737,156895,131499,42200,4969,11,1,0
201901,2호선,잠실나루,6,3069,12422,45639,62872,36720,28139,29567,29321,27794,29534,30651,33421,39788,39125,22554,16931,13327,8146,3659,582,1,1,0
201901,2호선,잠실새내,18,5401,17709,59461,89078,55152,36176,36722,38576,40799,38031,38450,42318,46898,53611,39466,33428,35506,35716,21541,3985,6,0,0
201901,2호선,종합운동장,5,2106,7206,18787,29489,21264,14857,14303,14396,14920,18867,19850,16227,21393,22785,16402,10561,14272,14031,3730,431,4,1,0
201901,2호선,충정로(경기대입구),34,3663,7384,18343,26840,17445,13612,15241,15192,15951,16380,16919,18745,25357,61947,21601,13041,12981,9367,4337,760,2,0,0
201901,2호선,한양대,11,1295,2424,6313,10105,7567,6721,9945,12474,13528,14428,16621,23176,34986,31230,15814,12422,12627,10212,6014,1251,1,0,0
201901,2호선,합정,148,9414,18697,48068,62382,42181,31989,34416,38540,43885,45142,49239,58316,79726,126009,81654,64166,77947,77181,40847,6945,12,0,0
201901,2호선,홍대입구,1999,42966,40983,75744,97036,72382,65507,73896,85601,99834,106904,126667,152936,191090,233658,186501,180036,226138,251179,137721,17971,18,0,0
201901,3호선,가락시장,18,2557,7234,22032,28073,19425,16487,17198,17001,17446,17163,18244,19285,21531,34994,15768,12467,12469,9056,4018,507,2,0,0
201901,3호선,경복궁(정부서울청사),85,2516,5371,15231,24959,23576,19786,25815,30534,39157,44632,52768,64137,76012,124543,51702,38909,41011,29385,11539,1820,2,0,0
201901,3호선,경찰병원,22,2581,7506,23508,30246,17874,13229,12685,11052,12079,12844,12794,13078,16974,25311,10103,7381,6801,4430,1740,215,0,0,0
201901,3호선,고속터미널,137,6430,7964,28669,55650,65524,71952,87050,106291,117656,124691,141237,154708,177813,174039,154902,168107,115798,75663,27562,2920,0,0,0
201901,3호선,교대(법원.검찰청),15,1244,3407,8261,13086,11202,12677,16713,17800,23316,27501,28419,30481,42893,75838,33846,27455,30891,31171,11407,1868,0,0,0
201901,3호선,구파발,112,9254,28180,91650,92572,45870,31515,28180,29672,29541,27975,29029,34116,36165,33928,21193,16165,15116,12877,3796,737,1,0,0
201901,3호선,금호,32,4183,10287,27033,43963,27513,17267,15641,14826,14921,12306,11826,11975,13421,13477,8797,5991,5388,3928,1972,342,0,0,0
201901,3호선,남부터미널(예술의전당),47,2871,8708,27157,49439,43568,45186,51966,53291,58919,58299,63990,71185,103392,181988,89982,61705,54920,46974,17019,1944,1,1,0
201901,3호선,녹번,12,7906,18687,55607,69612,38118,24717,21756,20893,20237,18250,16934,18960,22301,22539,10069,7407,6459,4517,2157,303,0,0,0
201901,3호선,대청,39,3514,9623,25425,34563,19688,15111,15036,14637,15449,14333,15573,19678,24246,30269,13003,10007,8854,5893,2364,426,0,0,0
201901,3호선,대치,12,2554,12416,25900,29483,17935,14536,15737,20045,20915,18820,22277,23647,34869,33375,24719,15021,18851,36051,4598,783,2,0,0
201901,3호선,도곡,35,1118,3317,8325,11849,8297,6652,7613,8247,9384,9707,10650,13033,17969,23126,12085,7676,7225,5550,1811,247,4,0,0
201901,3호선,독립문,129,5100,6167,16297,22470,16749,13464,13876,16458,16095,17137,18021,16507,16683,17549,8649,6253,5432,3731,1282,177,1,0,0
201901,3호선,동대입구,21,1620,2578,5340,9773,8389,7637,9733,13167,16080,15667,17292,22728,39464,49389,24685,28113,18535,13917,4933,684,1,0,0
201901,3호선,매봉,6,1376,5939,15093,21204,14450,12754,13280,13850,15401,17661,19274,21229,32305,67165,28601,17198,18722,12815,4406,505,0,0,0
201901,3호선,무악재,26,1949,4579,14773,18568,10661,8055,7022,6824,6224,5368,5131,5493,6099,7121,3455,2457,2196,1626,689,110,0,0,0
201901,3호선,불광,47,9385,20668,58325,75161,40977,30158,27923,29730,32538,31170,32429,34831,35620,38972,22609,17165,16067,12349,5020,817,0,1,0
201901,3호선,수서,119,4806,12142,38038,49010,34452,33811,27875,33284,32741,25507,32954,35859,42052,60020,28168,25414,17995,16926,8144,807,2,0,0
201901,3호선,신사,69,5610,8104,13731,23004,19430,21722,27867,35051,42644,51817,62313,71452,96569,163953,119916,79863,87155,77648,33651,4761,0,0,0
201901,3호선,안국,20,1991,3332,6464,9838,9973,11809,17556,26171,34245,43798,51192,58204,108315,134428,57274,43989,41377,24867,8525,1122,0,0,0
201901,3호선,압구정,83,3207,8534,17015,30539,22844,27330,37285,45870,51442,61441,70926,79272,98471,157215,117409,88169,64339,49782,17114,2373,4,0,0
201901,3호선,약수,126,5976,10309,25921,46970,31562,22187,21474,24369,25164,23291,23454,23873,28578,40860,23410,18029,17713,14712,6971,1103,3,1,0
201901,3호선,양재(서초구청),150,5957,14674,36344,52452,38334,36832,41560,47438,57951,61833,69050,76785,123525,231334,117952,78562,79635,58227,21679,2429,1,1,0
201901,3호선,연신내,278,26634,51519,148741,188855,103805,70916,66717,73078,70162,63328,61162,65326,66162,62240,43052,33277,32077,28404,15616,2972,1,0,0
201901,3호선,오금,23,3319,7364,26639,36519,18411,11013,9805,10014,10311,8268,7846,8980,12322,16205,6482,4682,4580,3873,1347,139,0,0,0
201901,3호선,옥수,131,2949,8846,24997,38366,25816,17943,17169,16904,17965,15698,15183,16078,19003,19931,12451,8966,8576,6365,2835,486,0,0,0
201901,3호선,을지로3가,54,941,1385,2337,4050,6381,8874,11234,11422,14519,16529,19317,21139,33512,73959,36688,22316,20950,15781,8207,1490,2,0,0
201901,3호선,일원,3,2006,8003,21481,24227,17479,17507,20138,19993,18521,19721,21404,24296,31476,18314,10221,8553,5159,3627,1478,184,0,0,0
201901,3호선,잠원,9,1581,5883,16790,26743,16132,10943,11120,11236,10550,9888,10453,11059,13880,13629,7940,4994,4720,3476,1121,157,0,0,0
201901,3호선,종로3가,17,994,1353,1992,2998,4887,7837,11275,12870,15755,18319,25592,26504,33743,58442,48580,24322,26171,19925,8663,1166,0,0,0
201901,3호선,지축,0,264,1272,3988,4652,3009,2166,1835,1984,1726,1538,1759,2339,3051,1406,581,357,262,137,54,19,2,0,0
201901,3호선,충무로,0,0,0,0,1,1,0,3,1,2,6,4,5,4,5,9,5,0,3,7,1,0,0,0
201901,3호선,학여울,14,495,1432,3695,4781,3456,2774,3696,4751,5688,5765,7086,7190,7866,8807,3424,2168,1975,1371,438,79,0,0,0
201901,3호선,홍제,55,8777,21723,62354,82466,49786,35672,33376,35156,33385,30377,30062,31032,32773,33274,18004,13612,11586,8325,3705,563,0,0,0
201901,4호선,길음,10,8807,28889,88501,102277,55610,37144,33426,35101,34886,32202,31455,34102,38453,38652,24919,17329,13399,11653,4983,804,0,0,0
201901,4호선,남태령,13,447,1109,3340,5765,4005,2990,2842,2860,2662,2388,2315,2900,4125,4866,2026,1139,824,505,209,37,0,0,0
201901,4호선,노원,100,12599,26377,59128,65929,37587,32002,31125,34304,36477,35363,35671,38510,40386,42245,30500,32967,30670,31682,16307,3051,2,0,0
201901,4호선,당고개,37,8264,16626,49477,53766,34310,25270,22346,22192,22091,20142,18726,18415,19455,18534,12472,7805,6254,4864,2279,417,0,0,0
201901,4호선,동대문,567,10729,4584,5662,8718,13927,20446,28534,37684,45694,57999,68742,76542,104826,98485,50060,33414,29652,27948,15419,1812,2,0,0
201901,4호선,동대문역사문화공원,402,11764,6224,7510,12269,14605,16368,19404,24007,28369,35277,44136,49608,66730,104218,63922,46999,45603,41986,24846,3927,0,0,0
201901,4호선,동작(현충원),12,431,1373,4651,7257,4684,3470,3870,3879,3910,3578,4119,4640,5307,6940,3155,2085,2037,1536,570,144,0,0,0
201901,4호선,명동,57,1542,3473,5612,11679,23117,32029,37920,41278,50469,59051,69599,81800,100200,155163,104821,89755,93355,86466,37509,2651,0,1,0
201901,4호선,미아(서울사이버대학),33,9609,20762,54631,66179,40603,28464,25935,29672,29907,26822,25618,26625,28985,32014,19337,13966,12196,9722,3975,575,1,2,0
201901,4호선,미아사거리,30,12998,33107,92454,112945,66736,47119,44085,46835,48597,45603,47534,51730,52644,53733,39634,40257,25343,19557,10566,1767,3,0,0
201901,4호선,사당,128,10910,25794,78726,99739,75099,47580,42877,44713,47153,45072,42403,42503,48918,58789,41715,36427,41844,39762,21321,2850,2,0,0
201901,4호선,삼각지,27,510,1743,5669,8516,6170,4549,5171,6260,7570,7913,8172,8981,12938,28189,12285,8749,8552,6356,3163,382,0,0,0
201901,4호선,상계,78,13252,35342,101709,92847,51944,37196,32611,35157,32703,28181,26382,27084,29065,28361,18808,12945,11953,12763,4808,660,3,0,0
201901,4호선,서울역,211,4752,6708,12348,18949,15083,14356,17244,18733,19185,18674,20120,22759,39691,82235,34845,21553,18951,14718,7226,862,2,0,0
201901,4호선,성신여대입구(돈암),51,5649,18287,52815,67071,42075,32566,32421,37165,38541,37453,39140,42715,50141,55083,36923,31758,33410,31923,15705,2436,0,3,0
201901,4호선,수유(강북구청),53,19753,45976,127573,153213,92611,64239,57708,63262,62463,57134,55870,58554,64188,76258,47407,35115,32097,27047,16502,2564,0,0,0
201901,4호선,숙대입구(갈월),4,3044,7758,18564,30431,22158,18086,20318,23191,25299,24376,25911,31046,39163,64545,32066,24066,24004,20176,10798,1694,0,0,0
201901,4호선,신용산,3,1253,4265,11193,17168,14513,12632,16624,17644,21048,21913,26694,32903,47995,102880,53072,35192,31658,21670,10051,1500,1,0,0
201901,4호선,쌍문,83,22487,54063,141391,160172,92841,64152,54559,54995,50946,44161,40939,42285,46395,45858,29743,20433,16871,13265,6433,1093,1,0,0
201901,4호선,이촌(국립중앙박물관),73,1230,4425,13780,20807,14503,10967,12467,18134,18736,18691,22811,28628,31834,31919,13394,9486,9046,5237,2259,266,0,0,0
201901,4호선,창동,1883,16224,39387,108209,96512,61085,47721,46598,50656,49621,45476,46715,48596,52482,56642,31634,23790,22841,20080,10169,1503,0,0,0
201901,4호선,총신대입구(이수),70,6576,17376,49720,71913,44543,33104,33923,35537,37307,35537,36178,36307,41133,53074,33999,28575,26598,23777,12801,1959,1,0,0
201901,4호선,충무로,92,3599,5256,10424,17194,21237,23835,28426,33101,39879,46122,51729,60519,93551,174010,96815,61834,61924,49087,25121,4785,2,0,0
201901,4호선,한성대입구(삼선교),40,7486,13377,33607,47378,31863,23564,23392,26134,27410,25098,25295,27711,33441,36258,20627,15336,15193,12793,6005,950,2,0,0
201901,4호선,혜화,23,4014,8206,17800,27065,28566,36179,43259,50359,57963,65560,83485,102151,128118,152103,94210,88240,111760,117748,45246,6016,1,0,0
201901,4호선,회현(남대문시장),41,2536,4214,6458,10628,15189,21509,32986,45848,58089,71010,79722,93746,130079,139066,68455,66441,30248,18619,7970,1014,0,0,0
201901,5호선,강동,37,10472,21895,67499,85626,46917,32636,30259,31099,30019,27371,27433,29545,44753,46810,25536,17031,14682,11341,4608,626,0,0,0
201901,5호선,개롱,2,3940,8037,26384,25260,13520,10981,10708,13658,11648,10136,10368,10788,12874,16007,7541,5725,5225,4030,1314,141,0,0,0
201901,5호선,개화산,0,4216,6930,24572,22067,11978,8768,8746,8619,8533,8196,8162,8842,12743,18537,8532,5115,4063,3618,994,134,4,0,0
201901,5호선,거여,0,4251,9866,32721,31427,17128,12938,11611,12518,12254,10461,9777,11394,14506,15273,6694,5105,4785,3049,1062,176,0,0,0
201901,5호선,고덕,0,3875,12062,35491,31498,17251,15068,16035,18448,16068,16008,16956,18447,21274,17466,9130,7245,6314,5599,2251,240,1,0,0
201901,5호선,공덕,10,2173,5373,20404,33649,14788,12670,15036,17011,19713,19799,20515,23953,36402,78687,31128,22079,23486,18888,8624,1312,1,0,0
201901,5호선,광나루(장신대),4,4901,15397,43138,54716,31223,21532,20871,21785,23160,22044,22183,23986,26711,35643,17471,14523,17096,13762,4024,543,0,0,0
201901,5호선,광화문(세종문화회관),3,1245,3230,10566,16967,14837,16894,24804,32627,48111,50905,63374,79931,125851,262897,111146,77804,86414,58465,21149,2875,1,0,0
201901,5호선,군자(능동),29,7265,10994,32646,53967,22666,14199,13248,14797,15837,14345,14092,16138,20486,26368,15952,12532,12881,11192,5439,1088,1,0,0
201901,5호선,굽은다리(강동구민회관앞),3,6036,13627,37876,43672,23391,16644,15444,16333,16392,14272,13880,14571,16262,17928,9549,7402,7718,6286,1827,297,0,0,0
201901,5호선,길동,9,4631,8784,24028,29997,15397,12211,12370,13039,13963,13128,12288,12622,14256,17183,8968,6946,5592,4470,1890,286,1,0,0
201901,5호선,김포공항,0,492,2159,7401,9917,8823,7390,9561,10739,12792,15442,18340,17476,22105,31729,21400,17478,15680,14064,4526,345,1,0,0
201901,5호선,까치산,148,24119,41554,139522,176505,84781,52631,47258,48233,45499,38593,35617,36005,37935,38885,24969,18438,15706,13041,6781,1105,0,0,0
201901,5호선,답십리,34,9974,18312,56080,85097,39519,24142,21473,22382,23080,21125,21618,25994,30873,38739,22338,13683,12086,8982,3981,555,2,0,0
201901,5호선,동대문역사문화공원,1,276,596,867,1786,2253,2356,3230,2451,2519,2982,3542,3988,9418,24399,10916,5625,4534,3296,1437,271,0,0,0
201901,5호선,둔촌동,0,3495,8743,25725,32470,17437,12763,12983,14612,15523,14544,14742,15311,18576,22634,12881,9018,9407,7210,2713,301,0,0,0
201901,5호선,마곡,6,2190,6754,26095,25954,12469,8620,7857,8010,8244,7755,8574,13138,20393,20614,9728,6620,4950,3793,1648,273,0,0,0
201901,5호선,마장,1,2656,5731,16863,24996,13750,9561,9820,12054,10804,10926,11182,11036,12242,14730,8429,6037,5391,4634,1817,241,0,0,0
201901,5호선,마천,0,5554,8391,22065,22453,12660,9393,8363,8904,9038,7840,7297,8228,8953,8791,4082,2940,2459,1586,548,104,0,0,0
201901,5호선,마포,16,2705,8268,26163,40912,20550,15967,16885,17950,21723,19759,21118,21719,32287,69070,28532,22601,24345,18460,8140,1105,0,0,0
201901,5호선,명일,0,3884,11471,33549,31959,16946,14992,14674,15594,14767,12875,12473,13723,14733,12766,6991,5362,5851,3261,1180,219,0,0,0
201901,5호선,목동,1,6975,20654,67001,83086,39215,28717,27730,28309,27780,25871,26287,28222,32666,36520,21715,16145,16400,16326,6621,920,0,0,0
201901,5호선,발산,2,3433,8957,29477,31612,15681,14811,17058,20768,22877,25760,28900,36655,54926,75043,38653,29402,31735,24627,9946,1354,0,0,0
201901,5호선,방이,0,2472,7403,20144,20295,12842,9991,10013,11124,11648,10803,11807,12454,16621,24608,12542,10075,11359,12743,2526,306,0,0,0
201901,5호선,방화,2,4991,11074,33410,29342,16210,13085,12161,13657,12350,10736,10590,11031,11587,12378,6185,4096,3541,2647,1092,175,1,0,0
201901,5호선,상일동,3,5586,19671,75094,59444,27718,19789,16875,16334,15196,13305,14256,25037,34728,20392,8196,5332,3931,2320,917,110,1,0,0
201901,5호선,서대문,9,2689,5910,17043,25905,17771,16160,19754,21307,21783,24174,27747,33714,49522,116718,38774,28768,28138,18805,7878,858,0,0,0
201901,5호선,송정,8,4081,9991,31836,33102,21455,16422,14985,14638,13763,13001,13111,14180,17624,20657,11549,7984,7652,6789,3411,561,0,0,0
201901,5호선,신금호,13,3016,6804,22626,33407,16969,10596,9959,10089,10478,9198,8619,9515,9966,11569,7690,5464,4761,3571,1452,282,0,0,0
201901,5호선,신길,14,1983,3207,10431,17461,6384,3582,3368,3748,4517,3375,3600,4742,7192,13087,5107,2981,2876,2198,1192,183,0,0,0
201901,5호선,신정(은행정),45,11340,22754,69298,92064,42092,23437,20087,19946,19196,15572,14294,15256,17744,20167,11133,7384,6064,5060,2097,296,0,0,0
201901,5호선,아차산(어린이대공원후문),5,7953,15761,43392,68991,36163,22390,20917,23848,25585,24160,23559,23971,26092,27363,16705,11820,10739,8133,3594,489,0,0,0
201901,5호선,애오개,1,2310,5527,19821,30330,14010,9576,9731,11167,11572,10818,11028,10830,14830,26851,10054,7405,6858,5092,2035,235,0,0,0
201901,5호선,양평,4,2337,6254,22228,27724,11954,8148,7466,7991,8471,7677,8061,8800,13488,33858,11832,7171,5989,4579,2002,294,0,0,0
201901,5호선,여의나루,8,950,2586,5459,8959,5775,4761,6227,7688,7926,9803,11081,15715,32991,48832,18281,12283,10176,6598,2077,212,0,0,0
201901,5호선,여의도,31,2320,4033,10399,15764,12128,12216,18062,17406,23239,25688,32713,37489,88155,207167,74591,51382,51884,36673,13129,1740,0,0,0
201901,5호선,영등포구청,5,1071,2207,7654,11351,4923,3748,4665,4751,5302,5028,5929,6048,8521,16985,7545,4371,4066,3124,1288,271,0,0,0
201901,5호선,영등포시장,19,2674,5043,19069,27569,12872,9923,11045,13103,15044,15982,19086,24305,28944,40875,19579,14166,11395,8536,3894,458,0,0,0
201901,5호선,오금,1,1201,3428,10094,9842,6050,4713,4908,5500,5571,4909,5374,5661,8525,15509,5677,4217,3660,2734,998,122,0,0,0
201901,5호선,오목교(목동운동장앞),5,4693,15528,53755,64799,33941,26287,29040,31807,35507,36919,41551,47446,56572,88897,49504,49789,39165,34017,12188,1633,1,0,0
201901,5호선,올림픽공원(한국체대),6,833,4845,10832,12313,8294,6986,7511,8087,7845,7833,8515,9323,10476,12140,6784,5853,7844,5411,966,89,0,0,0
201901,5호선,왕십리(성동구청),30,2338,2906,6478,10944,6568,5303,6281,7467,8332,8436,9331,10067,12533,17826,10661,9156,10311,8791,4109,671,0,0,0
201901,5호선,우장산,0,6345,22132,62971,66473,35794,26607,26441,28472,27224,23342,23716,25365,26002,22868,14132,10224,9252,7432,2873,337,0,0,0
201901,5호선,을지로4가,2,357,700,1411,1892,2639,3559,5158,6337,8195,10140,11554,12952,18364,32871,18486,9612,7650,5217,2400,342,0,0,0
201901,5호선,장한평,11,6460,16862,49375,74126,36583,24910,22465,23923,24487,23758,26754,32827,41033,70965,39308,18426,15295,12205,5803,747,1,0,0
201901,5호선,종로3가,14,1734,2385,3606,5706,6574,9318,14142,21316,29047,36313,43659,50934,57261,75385,52897,44033,48258,41703,17682,2219,0,0,0
201901,5호선,천호(풍납토성),19,7362,11239,28727,38364,25672,24695,28567,32523,35299,36387,40660,44744,51574,63470,44527,39699,31353,25811,12379,2094,2,0,0
201901,5호선,청구,9,1474,3039,6723,12341,7513,5739,7130,6008,6524,6189,6261,6729,8166,15082,10260,5844,4893,3755,1712,325,0,0,0
201901,5호선,충정로(경기대입구),12,1216,2075,5579,8237,5108,4005,4795,5294,5723,5948,6657,7393,11424,31219,10250,6876,5631,3926,1759,307,0,0,0
201901,5호선,행당,1,3994,11510,33836,50184,25305,15170,14119,14023,13253,11041,11211,10531,11710,12380,7530,5580,4654,4050,1438,222,0,0,0
201901,5호선,화곡,175,23103,40910,128061,164886,78731,50340,46774,46908,45179,38093,36408,39097,41368,44243,27664,19254,18022,14290,6547,912,0,0,0
201901,6호선,고려대(종암),34,3229,6383,21609,30853,16998,11640,11123,13853,15362,12597,13880,18103,24711,24490,12661,8744,8813,8137,3738,625,0,0,0
201901,6호선,공덕,95,5284,8501,22427,32415,22175,19823,21924,23269,25164,26241,28997,32404,48588,99501,43470,31808,32047,25637,13727,2039,0,0,0
201901,6호선,광흥창(서강),3,2793,6809,17413,26307,17965,13250,15273,15832,15582,14014,15055,17099,22549,37313,17945,10989,11437,8869,3301,473,0,0,0
201901,6호선,구산,5,5218,10741,30752,38700,21131,14127,13609,14184,13421,10862,11027,11532,11174,11040,6712,5009,4148,4171,1426,292,0,0,0
201901,6호선,녹사평(용산구청),20,1395,2462,4892,10183,7380,5868,6131,7087,7652,8517,9757,12273,15363,20059,13389,10631,13151,13268,6680,719,0,0,0
201901,6호선,대흥(서강대앞),3,2423,5236,14834,23627,13953,11068,11238,12999,13982,13331,14273,16012,20791,30229,15468,11125,10998,10629,4495,797,4,0,0
201901,6호선,독바위,2,2152,4316,13324,14768,7823,5564,4778,6086,4984,4254,3904,3771,3720,3349,2135,1222,1079,888,449,94,0,0,0
201901,6호선,돌곶이,10,5001,10296,27561,37750,19128,14329,13172,13733,13999,12517,12781,13012,14509,15274,10715,6290,5607,4134,2144,373,0,0,0
201901,6호선,동묘앞,43,4351,4911,8849,14360,12273,11376,13638,18628,19346,22319,25653,27018,28515,29286,15577,10058,8573,6757,3051,554,1,0,0
201901,6호선,디지털미디어시티,45,5335,12691,38344,48666,26199,17266,15444,15966,15542,15263,16140,19102,32181,58699,27290,13018,11557,8709,4287,968,4,0,0
201901,6호선,마포구청,21,6985,13843,39459,62588,35477,23264,21775,21811,22626,20098,21748,23282,26247,41732,20857,13482,13618,10967,4932,846,0,0,0
201901,6호선,망원,2,5544,9682,26662,44765,26092,19327,18766,20898,23527,23293,24996,26897,30349,42298,27312,20739,20938,17544,8420,1506,0,0,0
201901,6호선,버티고개,5,919,1938,5585,8611,5639,3854,3858,4072,3817,3422,3923,3688,4980,6911,4310,2572,2147,1599,893,124,0,0,0
201901,6호선,보문,2,3725,7054,20553,34024,18102,11327,10272,11819,12223,10994,10220,11367,13967,18799,10682,7199,6248,5716,3539,563,0,0,0
201901,6호선,봉화산(서울의료원),16,5018,15403,55748,49899,23968,17110,15062,15918,14789,12909,12212,13012,15162,14662,7267,5487,4802,4070,1951,218,1,0,0
201901,6호선,불광,8,1735,3587,12121,14488,8570,6894,7721,8762,10285,11005,11854,13210,13431,13355,8817,7154,6667,4440,1630,251,0,0,0
201901,6호선,삼각지,0,1587,3440,6875,11553,8837,6524,7901,9514,11072,11363,13032,14807,20712,28559,13666,9905,9962,7867,4469,684,0,0,0
201901,6호선,상수,1,4197,5699,10188,17373,10788,7836,8697,11114,14100,14490,15473,18652,23077,32913,22568,20869,25794,29008,18751,3115,0,0,0
201901,6호선,상월곡(한국과학기술연구원),4,4307,7995,22912,29125,15801,10363,9521,9803,9410,8658,8176,9205,9148,11977,7013,3874,7443,2826,1323,161,0,0,0
201901,6호선,새절(신사),0,9207,18141,53100,68837,34222,22776,20722,22132,21253,17464,16813,18030,19612,18705,11586,7846,7184,5486,2683,456,1,0,0
201901,6호선,석계,739,7480,19628,53407,62242,34252,23463,20402,20981,20422,17809,16584,16848,18468,17930,13078,8849,8398,7191,4411,894,1,0,0
201901,6호선,신당,49,9588,7281,7727,12648,11870,9236,11001,15326,12940,13644,15626,18419,23054,30892,18961,14895,14795,12615,11357,1327,1,0,0
201901,6호선,안암(고대병원앞),23,2282,3523,8862,15196,12691,12681,15280,18013,18165,20180,23013,29679,39542,37538,24111,20306,19976,19044,11835,2312,0,0,0
201901,6호선,약수,1,1248,2187,4568,8376,5875,4767,5310,6666,6461,6655,6967,7335,9516,14344,8243,6307,6325,4838,2543,479,0,0,0
201901,6호선,역촌,2,1926,5163,17318,19128,10162,7117,6196,6690,7282,6352,5588,5835,6672,6178,3699,2468,2251,1847,791,101,0,0,0
201901,6호선,연신내,0,0,0,1,0,3,2,0,3,4,1,1,1,3,1,4,0,0,1,2,0,0,0,0
201901,6호선,월곡(동덕여대),14,6330,12303,41534,53701,27701,19493,19440,19342,19429,18054,17979,20238,21425,28693,15929,11205,9729,7625,3989,615,0,0,0
201901,6호선,월드컵경기장(성산),0,1036,2601,8515,13833,7130,5935,6724,7671,9326,10938,13712,14387,13366,14531,7544,5809,6466,6091,1803,466,0,0,0
201901,6호선,응암,4,10243,24269,72019,94577,49184,30951,29057,29920,29209,25041,24037,24490,27447,26733,16132,11700,10820,8295,4065,588,0,0,0
201901,6호선,이태원,3,15599,12554,14369,19469,14668,13237,14528,16825,19497,22831,24434,28308,33201,44282,36429,33100,41030,44985,30058,4344,1,0,0
201901,6호선,증산(명지대앞),14,7609,14573,40142,52074,27470,18884,16527,16624,16729,14213,13354,14123,15649,15962,9833,6897,5744,5040,2114,369,1,0,0
201901,6호선,창신,13,2461,5097,14905,20445,10139,6004,5067,5540,5437,4273,3889,4505,5107,5150,3121,2700,1915,1336,752,103,0,0,0
201901,6호선,청구,1,1833,2578,7413,11205,6806,4764,5652,4903,5127,5245,5293,5906,7687,13649,9723,5618,4928,3442,1681,315,0,0,0
201901,6호선,태릉입구,27,3772,6743,19499,24314,12582,8684,8049,8594,8879,8087,7991,8353,8987,9840,6530,5058,4379,3415,2034,407,1,0,0
201901,6호선,한강진,8,985,1537,3236,5034,3886,3322,4129,5249,6801,8013,12220,21609,33016,40442,23732,19271,23618,27407,14689,583,0,0,0
201901,6호선,합정,29,4328,7317,16590,27637,19118,14980,16567,19116,21614,22497,24618,28048,36600,57103,38023,30925,37978,34503,18332,3128,2,0,0
201901,6호선,화랑대(서울여대입구),5,5787,19038,67381,65280,31824,19830,18333,18831,18511,14818,15973,16409,17435,15946,8388,5663,4662,3694,1949,203,0,0,0
201901,6호선,효창공원앞,1,2341,4721,15392,26843,14726,10077,9447,10520,11163,10629,10637,13163,15711,24460,12618,7886,7107,5689,2737,408,1,0,0
201901,7호선,가산디지털단지,752,7907,9689,20278,24937,19864,19123,24200,30418,38504,42376,51969,65727,150431,365886,169162,91657,84558,43418,19524,2495,0,0,0
201901,7호선,강남구청,12,1749,3815,6990,10439,9353,9771,12135,14493,18270,21503,26873,27917,39199,91835,57341,35502,35248,27784,11544,1982,0,0,0
