사용월,호선명,지하철역,04시-05시 승차인원,05시-06시 승차인원,06시-07시 승차인원,07시-08시 승차인원,08시-09시 승차인원,09시-10시 승차인원,10시-11시 승차인원,11시-12시 승차인원,12시-13시 승차인원,13시-14시 승차인원,14시-15시 승차인원,15시-16시 승차인원,16시-17시 승차인원,17시-18시 승차인원,18시-19시 승차인원,19시-20시 승차인원,20시-21시 승차인원,21시-22시 승차인원,22시-23시 승차인원,23시-24시 승차인원,00시-01시 승차인원,01시-02시 승차인원,02시-03시 승차인원,03시-04시 승차인원
202212,1호선,동대문,762,10546,8505,13440,18824,18641,16546,18381,22990,25110,27548,28399,29057,27937,23840,17073,14042,13368,10411,4793,588,23,1,0
202212,1호선,동묘앞,194,2748,3605,6064,10633,8934,9662,14509,20576,26930,31647,33723,35073,28363,16538,7857,5220,4406,3394,1358,122,2,0,0
202212,1호선,서울역,604,8028,12137,38148,66885,57091,59851,78423,87639,88454,77844,98797,118826,172813,211286,111667,83684,86082,59774,26461,2776,43,1,0
202212,1호선,시청,127,2197,3713,7195,9565,11529,15194,22724,24603,29949,37984,49761,58514,89785,164532,68288,59372,59335,39531,13533,1934,102,2,0
202212,1호선,신설동,348,8308,8716,20270,30116,19563,17631,20105,21661,23362,23962,25588,31311,39984,50985,20215,14664,12664,9080,3964,393,13,0,0
202212,1호선,제기동,383,4520,7665,21505,32488,21781,22877,30385,37192,41078,46013,51468,49192,43286,37040,18618,12939,9208,5751,2328,156,16,0,0
202212,1호선,종각,134,3869,4670,6369,10271,12959,17880,28787,35983,44614,56274,72399,82050,143509,209305,92139,86706,100519,80128,36262,1575,434,0,0
202212,1호선,종로3가,116,3708,3701,5176,8742,13883,18648,29457,42495,49213,60635,70611,77622,89099,98764,59754,49445,52669,42196,19155,4646,299,4,0
202212,1호선,종로5가,28,1617,2609,4987,8518,12247,19601,32596,43503,52824,62374,66538,71606,91329,97321,52071,38201,36409,21565,7731,461,14,0,0
202212,1호선,청량리(서울시립대입구),847,10288,14099,35488,46204,28871,27068,32973,38677,41907,45204,50559,58288,51970,39775,21477,17450,13960,8744,3503,214,4,0,0
202212,1호선,계,3543,55829,69420,158642,242246,205499,224958,308340,375319,423441,469485,547843,611539,778075,949386,469159,381723,388620,280574,119088,12865,950,8,0
202212,2호선,강남,214,9928,19047,37937,62058,52076,51532,70483,87656,103596,116655,146629,171561,252226,309846,203209,162609,191246,182019,93783,17083,176,280,0
202212,2호선,강변(동서울터미널),22,8404,26087,73830,114497,85061,68909,61913,57720,55510,50688,53148,58021,61285,64280,43386,34798,26970,17855,7696,1124,21,36,0
202212,2호선,건대입구,271,15230,21312,50374,92914,63579,38650,38726,45163,50346,53998,59166,70047,80871,89263,66247,66977,75956,79177,48789,8125,137,134,0
202212,2호선,교대(법원.검찰청),46,2676,11418,24255,38247,31220,29531,36331,39424,48430,58681,63295,67832,104226,136662,66246,58087,61954,48776,20795,3713,21,44,0
202212,2호선,구로디지털단지,219,34862,51960,135663,189948,117329,68898,62650,69079,70589,65767,70394,86081,141113,217942,103008,66728,59051,46856,22025,3676,66,68,0
202212,2호선,구의(광진구청),33,12941,25799,66092,117356,70969,38147,32879,32971,32400,31298,32732,40458,41712,44448,24218,18546,17673,17202,8966,1517,30,18,0
202212,2호선,낙성대(강감찬),32,10938,25518,80942,127828,83403,46941,39733,42656,41972,38730,38129,44288,47827,50257,28469,22387,21873,16464,9291,1590,30,26,0
202212,2호선,당산,19,5933,16185,43090,56094,33969,24871,23490,25151,24432,23785,25270,29590,41931,58367,25720,20778,21092,18841,9139,1378,23,37,0
202212,2호선,대림(구로구청),622,29272,29900,64353,94793,63353,36759,32761,34931,34357,32478,34093,39085,46122,52044,26655,20042,15332,11654,5729,948,29,11,0
202212,2호선,도림천,0,260,1250,3461,3761,2280,2397,1744,2331,1873,2372,2320,2999,3038,3743,1861,930,811,459,182,47,1,1,0
202212,2호선,동대문역사문화공원(DDP),278,5006,4183,7063,12272,12473,14597,18467,22275,23033,27524,33341,41371,45676,46371,30157,23994,25617,17459,8359,2753,50,16,0
202212,2호선,뚝섬,5,2845,7759,17425,25419,18479,14777,18340,21398,24407,31141,37222,48723,74152,128876,61560,40576,39205,28901,12169,1944,29,20,0
202212,2호선,문래,8,3809,12846,42144,49040,27605,19922,20547,24694,25760,26548,29625,37708,61838,105907,38090,28122,29432,24958,12225,1900,19,51,0
202212,2호선,방배,4,2377,8466,20709,31212,25308,20226,22304,23997,26328,29471,32745,38665,48654,63622,28939,24183,24887,18803,7593,1558,12,35,0
202212,2호선,봉천,82,14473,26498,79111,122925,74392,42741,34711,36619,36829,32964,31993,33818,34027,34391,20361,16595,14479,11227,4809,1005,11,22,0
202212,2호선,사당,115,11870,25455,73987,101406,78145,49730,46812,53202,56311,63962,68083,71493,82047,96617,69160,68115,79481,77867,43752,6900,101,125,0
202212,2호선,삼성(무역센터),200,4760,7225,13648,19220,20977,26663,41861,54741,71509,89251,116391,144608,235584,313217,171343,135812,120612,80557,25127,4023,84,23,0
202212,2호선,상왕십리,54,5306,13208,38267,66686,36872,22673,20405,22530,21281,20389,21260,23117,27777,28814,18170,12493,11118,7924,3330,562,17,5,0
202212,2호선,서울대입구(관악구청),4380,27309,41347,121152,176884,120476,72693,63822,69781,75950,68347,70924,79370,88191,91891,55330,46908,48194,44726,24268,4216,38,111,0
202212,2호선,서초,26,1673,8517,16684,28316,28953,24154,32134,28320,37452,38440,46736,51208,74700,98267,43625,32482,32292,20590,7137,1088,10,1,0
202212,2호선,선릉,130,5054,10849,19876,33249,32355,37725,50336,59821,67455,80167,100388,128136,198853,285768,141193,94175,98329,84611,31510,5158,39,54,1
202212,2호선,성수,49,5149,9183,21631,32314,23608,21797,25228,31553,39278,48032,59420,78861,139671,247234,115297,82033,78564,59578,25233,3834,30,98,0
202212,2호선,시청,81,973,2250,5398,7995,10962,16579,24519,25322,28883,35422,42518,51128,98265,174121,63279,51289,51912,34570,13188,2649,139,608,1
202212,2호선,신답,8,1165,1816,6080,11920,5113,2623,2210,2296,2123,2079,1922,2130,2177,2344,1094,631,565,522,225,31,1,0,0
202212,2호선,신당,23,5484,10345,26182,47215,27894,19547,19120,22181,23363,23805,24432,29443,33125,33884,22223,17551,16609,14197,7238,1248,27,15,0
202212,2호선,신대방,166,22804,33632,86052,133184,82605,46132,37270,37147,35696,31206,30394,33561,35952,34951,20670,15435,12775,9939,4841,939,57,4,0
202212,2호선,신도림,3655,32235,48786,133994,147820,89759,61522,61016,68937,71815,74552,80945,90943,110634,127924,75208,64807,69377,56081,23683,2988,71,70,1
202212,2호선,신림,264,37109,69495,183863,281037,173349,97375,81218,85173,81070,76652,76658,83391,87063,86341,57801,48879,47822,42512,24732,5032,80,92,0
202212,2호선,신설동,40,1420,1437,4761,8871,5033,4290,5628,6774,7590,8540,9312,10618,11948,13460,4700,3172,2814,1962,762,136,4,0,0
202212,2호선,신정네거리,57,7948,17530,49462,48052,25588,17709,16110,16450,15670,13643,12885,14738,14773,12788,7148,5368,4856,3701,1600,289,2,0,0
202212,2호선,신촌,82,7461,14996,35090,54413,38681,37225,45898,58520,62353,65692,76237,90949,104689,98450,69745,73408,76759,77656,37943,7053,124,211,0
202212,2호선,아현,7,4476,10024,27184,40033,23920,17929,17253,19217,18567,16157,17923,21561,21982,20297,12118,8856,6610,5079,2291,446,16,4,0
202212,2호선,양천구청,25,4723,11043,32439,31303,17923,12587,11261,11058,10139,8410,8433,10017,10412,9496,4205,2884,2436,2354,753,155,3,0,0
202212,2호선,역삼,36,3497,8763,14554,26299,23968,25559,35312,44106,53055,65748,86838,108314,218143,271961,150225,93043,91321,66879,26694,4694,48,24,0
202212,2호선,영등포구청,25,5054,11608,37002,47437,28907,22825,24129,26710,27843,31143,32921,39362,58109,103324,35992,28458,28485,21926,10152,1633,14,29,0
202212,2호선,왕십리(성동구청),828,7115,9598,24413,47161,29977,20785,20947,23672,24557,25485,28601,33259,37500,39204,25238,25525,29906,30367,16797,2960,58,128,0
202212,2호선,용답,3,2263,2978,7984,13665,7250,5139,4619,4792,5203,4840,5027,5582,5506,4207,2561,1793,1388,1192,545,112,0,0,0
202212,2호선,용두(동대문구청),26,1261,1532,5060,9721,4693,3680,3882,4036,4266,4565,5067,5243,5326,5708,2577,1784,1613,927,412,71,1,0,0
202212,2호선,을지로3가,26,1045,2440,5784,10801,13982,18426,23687,25845,28372,33468,37758,46824,90292,140021,56466,44622,50047,42807,23937,4315,112,53,0
202212,2호선,을지로4가,13,866,1916,4425,9445,10420,13475,18226,19809,21943,25050,28867,35786,62267,69608,29538,17948,15592,10946,5254,978,31,14,0
202212,2호선,을지로입구,77,2297,3895,10167,16361,21547,29472,42548,48267,58467,69498,83955,98304,167922,297228,139443,134473,103380,78476,29848,7118,185,108,0
202212,2호선,이대,43,3224,8637,24266,35994,22026,18096,20673,27374,27905,27937,33250,37274,46848,38651,24057,21131,19267,16123,6556,946,9,9,0
202212,2호선,잠실(송파구청),99,11984,45968,115835,161878,119055,85335,89148,98968,110219,124292,154415,178774,224760,264930,188257,197131,187331,129341,37431,8869,353,64,0
202212,2호선,잠실나루,5,3199,10519,34288,46936,31050,24920,24810,24117,21981,24092,25967,30913,37293,29209,14055,10729,7877,6340,2771,510,7,5,0
202212,2호선,잠실새내,42,5154,15995,51325,79196,50157,34419,33983,34499,34619,33356,37804,39785,44296,45198,32385,29076,29162,29682,16931,2652,44,69,0
202212,2호선,종합운동장,27,1622,5228,15093,22410,15889,12398,11372,11788,11140,16034,15521,25805,22058,21065,11028,13198,32201,11646,6683,1360,39,5,1
202212,2호선,충정로(경기대입구),39,2850,6388,15276,22770,15101,11257,12335,12894,13664,14518,15000,19145,30345,47124,15030,10418,10547,8356,3838,787,13,8,0
202212,2호선,한양대,4,1105,2465,5051,8483,6713,8242,14100,16101,19036,21965,27597,32458,42106,35684,16455,13391,13929,10285,5812,1249,4,12,1
202212,2호선,합정,62,9650,17816,41797,55585,36556,27916,30687,37304,41598,45604,50908,60760,80240,116369,77425,63368,73517,72579,38646,6675,148,67,0
202212,2호선,홍대입구,993,26912,30664,61455,79567,59014,52868,62484,73076,83754,93724,116226,148810,178014,198203,161339,158613,194177,194279,99989,13539,437,278,0
202212,2호선,계,13565,434971,811776,2115974,3101991,2100014,1522663,1590122,1772446,1913989,2048165,2340685,2771917,3813566,4909577,2702506,2234351,2276443,1897228,881459,153576,3001,3093,5
202212,3호선,가락시장,42,2659,6758,19173,21651,15565,14026,14255,14559,14579,15701,16794,18269,23384,29339,12519,10986,10351,7483,3212,421,8,0,0
202212,3호선,경복궁(정부서울청사),69,2532,5938,12764,19237,19535,19067,26525,31109,36554,46128,54666,66161,81146,102894,43970,38298,40733,28352,11250,1598,81,441,2
202212,3호선,경찰병원,22,2838,7209,21384,25993,14909,11743,11186,10003,10207,10449,11927,11723,17448,20845,7399,6501,5845,4035,1379,166,1,0,0
202212,3호선,고속터미널,103,5063,6669,23820,43279,51115,55740,72801,86268,96763,111246,127050,139760,153232,145863,122160,131322,83604,49254,17785,1839,10,10,0
202212,3호선,교대(법원.검찰청),64,1427,3719,8404,12727,10786,11666,15118,17039,21849,27139,27684,31174,47664,64886,29909,27819,30192,23117,10128,1300,11,9,0
202212,3호선,구파발,114,10510,29712,83278,81555,47423,32420,31618,32363,30452,31147,34909,39864,39276,30745,19330,16269,14591,11572,3379,562,4,3,0
202212,3호선,금호,25,4438,9958,24405,36556,23412,15072,13166,13013,12312,10553,10677,12404,12917,11723,7471,5596,4360,3609,1745,261,8,2,0
202212,3호선,남부터미널(예술의전당),52,2691,8603,27415,42701,35855,35560,41305,41435,46158,47921,51390,66107,104196,131359,61175,45690,42938,35053,9715,1171,13,4,0
202212,3호선,녹번,81,9465,25191,67696,75980,45232,28853,24424,23912,21974,19704,18552,19810,20951,21413,10017,7441,6448,4778,1784,231,3,1,0
202212,3호선,대청,68,3521,10313,26367,34970,20167,16929,15193,14421,15277,15470,17954,20434,25967,27198,11597,8395,6639,5259,1855,239,4,8,0
202212,3호선,대치,30,2694,11614,23336,26833,16852,14394,14612,15704,16312,16361,19090,21974,29845,28146,16977,12829,13282,20902,2713,393,3,4,0
202212,3호선,도곡,37,788,2784,8137,10825,7461,6412,6575,7120,7938,8512,10462,12886,17555,16873,8340,7055,5705,4395,1098,158,5,5,0
202212,3호선,독립문,148,4757,5685,14098,18274,14647,13206,14833,14881,13719,13293,14060,15849,16371,15349,7215,5546,4599,3242,1231,182,8,1,0
202212,3호선,동대입구,24,1748,2640,5568,8087,6793,7096,9910,10052,12644,17567,18174,24060,30821,43603,18876,17020,23630,15774,6787,518,12,3,0
202212,3호선,매봉,2,1512,6644,16288,21492,14690,12871,13674,13461,15144,18224,20338,23018,40724,63545,20781,16276,18082,11484,3998,440,5,7,0
202212,3호선,무악재,21,1786,5427,14237,18328,11240,8202,7147,6797,6292,5800,5562,5851,7330,6841,3139,2295,2002,1402,626,99,3,3,0
202212,3호선,불광,19,8859,18684,48013,60381,35135,25587,25081,26640,26420,27087,28965,30830,30786,30143,16726,13738,11933,8221,3392,451,6,4,0
202212,3호선,수서,197,4389,11314,33290,44128,30977,34256,26672,32354,31369,24427,37247,41002,48399,52883,24339,24083,17040,16695,7912,934,26,3,0
202212,3호선,신사,46,4281,6400,10553,17516,15176,18460,24819,30345,35898,44413,54062,64751,92639,127003,90457,64536,75291,65701,32043,4767,47,73,0
202212,3호선,안국,18,1658,2904,5900,9849,11868,14751,23262,33015,37532,49267,65181,85477,123209,116500,51858,45265,42793,25149,8709,1475,57,26,0
202212,3호선,압구정,108,2879,7934,14364,24355,20686,25332,33465,39768,46124,57245,66645,80312,105073,141968,97367,80057,69759,51279,15150,2271,16,54,0
202212,3호선,약수,88,6804,10159,24727,38418,28099,19689,18817,21088,21406,20880,21722,25059,28531,33312,18771,15091,15630,12650,5757,922,3,4,1
202212,3호선,양재(서초구청),114,4973,13292,32705,45286,32924,31588,35568,39714,45996,52759,60490,77260,129693,191147,86342,67715,65056,48789,16777,1917,14,47,0
202212,3호선,연신내,217,24159,48738,123196,147971,88571,59001,55890,63230,56057,52564,53975,61653,54558,47111,31986,26972,25133,21062,9803,1410,14,22,0
202212,3호선,오금,30,3967,7993,25148,30622,15518,9549,8646,8771,8268,7311,7235,9352,11747,11964,4698,3580,3050,2306,763,106,3,1,0
202212,3호선,옥수,225,2694,8746,21056,30528,21143,15420,14739,14136,14715,14996,15371,16388,18944,17412,10572,8402,7897,5598,2437,357,4,1,1
202212,3호선,을지로3가,18,635,944,2078,3876,6173,9358,11292,11950,13334,16332,18025,22425,43980,68010,27164,20004,21719,17672,9318,1499,28,22,0
202212,3호선,일원,2,2074,8254,21829,25445,17587,18860,19385,18652,16783,18232,23389,30763,37805,18551,10199,6318,4531,3859,1470,149,4,0,0
202212,3호선,잠원,2,1111,4348,10627,17350,11081,7741,8243,8183,7794,7609,8499,12638,12709,9037,5162,3528,3658,2289,769,163,2,14,0
202212,3호선,종로3가,48,777,1255,1620,2696,3906,6205,9395,11093,12847,15855,19501,24611,37045,55687,29110,17880,19623,15357,7094,724,31,44,1
202212,3호선,지축,2,2732,9379,26142,25452,13829,9785,8380,8460,8501,7533,9030,12614,10457,7114,5110,3355,2808,2481,1018,258,0,0,0
202212,3호선,충무로,0,0,0,0,0,1,1,3,0,2,0,2,1,4,7,6,6,5,8,1,2,0,0,0
202212,3호선,학여울,8,511,1494,3870,4873,3085,2619,3235,4103,4422,4595,5814,6861,8514,8215,2516,1768,1598,953,286,37,0,0,0
202212,3호선,홍제,102,9571,22853,61651,70500,44894,32542,30424,32227,28837,27093,27240,30790,30244,27171,14263,11423,9764,7075,2837,462,7,3,0
202212,3호선,계,2146,140503,333555,863139,1097734,756335,644001,689658,755866,794479,863413,981682,1162131,1493164,1723857,927521,773059,710289,536855,204221,27482,441,819,5
202212,4호선,길음,20,9220,31354,85269,83791,49091,35496,32241,33183,32192,30136,31297,36965,38813,33248,18145,14052,12311,11328,4139,651,11,0,0
202212,4호선,남태령,55,485,1016,2135,3229,2767,2314,2176,2370,2149,2407,2064,3167,5496,4143,1642,1076,780,410,196,22,0,0,0
202212,4호선,노원,212,11279,23148,49946,54712,32854,27065,27468,30642,29850,30415,32809,36640,37526,35251,24783,26392,26350,23206,11370,1955,15,0,0
202212,4호선,당고개,45,7712,14668,40574,35477,22506,16710,15395,15646,15004,14291,12605,14058,13803,11526,7021,4970,4510,2998,1341,348,2,0,0
202212,4호선,동대문,198,4433,2819,4938,6407,11064,17168,23153,30707,35884,46669,55246,67941,89231,60612,32144,23476,26230,14827,6563,961,17,0,0
202212,4호선,동대문역사문화공원(DDP),383,5362,4258,7718,10289,12470,15608,19842,22723,24691,31128,37484,45048,62429,78121,44082,34804,34056,24083,11781,2939,72,6,0
202212,4호선,동작(현충원),6,313,497,1597,2206,1787,1403,1835,1712,1733,1918,2546,3083,4443,3942,1496,1344,1199,776,267,75,5,0,0
202212,4호선,명동,33,1042,3260,5473,9833,19013,26822,34610,37740,41241,48492,59834,70462,90532,141014,86955,84524,78107,57218,18218,1619,35,0,0
202212,4호선,미아(서울사이버대학),38,10514,20443,45054,50217,33477,25872,24178,26466,25124,24725,23928,27277,28142,27937,16530,11575,10111,7883,3045,445,68,0,0
202212,4호선,미아사거리,56,14739,35673,91124,95795,60016,44681,42782,43731,43896,43469,46874,50441,47236,45151,31362,30818,19346,15241,7135,1098,18,0,0
202212,4호선,사당,146,9665,25048,68716,81773,67692,47003,37611,41427,41366,42664,43176,44962,50924,53176,37206,35337,41405,38608,19134,1995,18,0,0
202212,4호선,삼각지,7,693,2196,7143,9804,6335,5317,5848,6990,8515,8940,9995,12568,18142,24013,11747,10743,13017,12773,6815,919,0,0,0
202212,4호선,상계,32,13359,35820,85745,72942,43765,32549,30456,30655,28510,25512,25710,28624,27882,23688,14681,11362,10807,10163,3605,547,7,0,0
202212,4호선,서울역,205,4187,5962,11916,14685,13363,12251,14771,15659,15800,16418,18322,24090,47296,59949,24141,15938,14837,11537,5314,654,16,0,0
202212,4호선,성신여대입구(돈암),24,5558,17715,44703,50186,35441,29117,30342,35134,36070,36990,38754,44664,49157,49326,30280,27300,30415,26686,12566,1960,17,0,0
202212,4호선,수유(강북구청),110,20721,47965,113973,119629,77663,56869,53470,54927,54800,52471,52691,57306,62332,65041,38149,28933,26772,21700,11989,2019,23,0,0
202212,4호선,숙대입구(갈월),9,2840,7297,18353,25346,19819,17360,18315,21720,21552,23878,25527,32159,38869,49346,24257,22219,23564,20815,10817,1400,139,0,0
202212,4호선,신용산,6,1599,4373,10984,15772,13210,13956,17506,19912,23631,25334,32846,42002,66890,94678,44616,36359,37180,28259,13077,1828,16,0,0
202212,4호선,쌍문,229,21932,51083,124791,124864,77013,55017,48129,48453,43628,39871,37742,41045,41232,36167,21914,16709,13909,10456,4859,639,5,0,0
202212,4호선,이촌(국립중앙박물관),29,1222,4348,12206,16541,11655,10150,17766,23469,17991,20462,25155,29833,33991,30401,10991,9607,8731,5274,1856,371,9,0,0
202212,4호선,창동,1823,15417,38293,84241,78894,49999,41640,39727,42243,40709,38605,42127,48160,48967,47389,25592,20065,18783,14847,7098,1257,20,0,0
202212,4호선,총신대입구(이수),97,5601,15216,46245,57397,37904,28799,28775,30783,31570,30295,30399,33331,38698,42211,25169,23082,21269,19654,9341,1220,13,0,0
202212,4호선,충무로,90,3233,4878,9565,15320,17165,19355,24923,29534,34820,41565,48560,60804,94286,143343,69261,52458,53689,43384,22782,3996,16,47,0
202212,4호선,한성대입구(삼선교),32,6385,11825,29364,35649,25470,20927,21174,23136,24408,23911,25883,32661,33764,32068,18434,15363,14599,10336,4746,668,8,0,0
202212,4호선,혜화,27,3485,7941,17121,20211,24343,32136,51111,53180,53743,65687,81489,98413,114635,122232,74972,73794,99760,96561,33515,3872,60,0,0
202212,4호선,회현(남대문시장),26,1846,3108,4844,7444,9512,15110,26208,35946,45854,57991,69673,86783,107918,142832,67541,62545,31377,18570,5828,777,10,0,0
202212,4호선,계,3938,182842,420204,1023738,1098413,775394,650695,689812,758088,774731,824244,912736,1072487,1292634,1456805,803111,694845,673114,547593,237397,34235,620,53,0
202212,5호선,강동,90,10493,18908,54062,68988,37608,26981,26889,29712,25525,25504,27964,32972,45622,45476,21341,15632,13046,9620,3878,735,10,3,0
202212,5호선,강일,0,2492,7217,22202,21290,13479,10500,8563,7985,7484,6372,7236,9523,8907,8207,3171,2107,1827,1259,482,119,0,0,0
202212,5호선,개롱,15,3233,8291,22591,22774,13383,11284,9804,9961,9504,8639,9280,12749,12704,12594,6081,4636,4010,2672,950,114,5,0,0
202212,5호선,개화산,4,4136,8142,21601,21093,11089,8397,7963,8782,8029,7914,7825,8958,11569,13119,5158,3434,2913,2488,757,108,1,0,0
202212,5호선,거여,0,6052,15360,47074,45172,23809,16366,14257,14612,14264,12482,12897,16865,17203,15556,7335,5445,5108,3486,1186,145,0,3,0
202212,5호선,고덕,3,3977,11111,28985,26683,17927,15789,16470,17115,15784,17530,18911,22559,22759,16161,9856,7874,7935,7706,2116,411,2,0,0
202212,5호선,공덕,2,1469,5246,19822,32272,15235,13368,16145,17992,19619,18865,20435,26533,43078,63535,24892,20866,23531,18745,8419,1307,24,20,0
202212,5호선,광나루(장신대),5,5299,15901,38501,45727,28922,21075,20721,20881,21452,21290,22739,26692,28727,31480,14950,12588,12999,12916,3771,708,250,6,0
202212,5호선,광화문(세종문화회관),32,1946,4789,8667,13544,11982,16341,27806,32118,39828,47150,59972,78452,118155,213669,86136,75479,86950,54197,18188,4921,378,1625,0
202212,5호선,군자(능동),38,6845,11290,32682,46606,22777,14457,13996,15194,15688,14920,15918,19247,24154,28020,15889,13026,13894,11488,6611,1162,21,18,0
202212,5호선,굽은다리(강동구민회관앞),0,6904,13240,35156,37393,21446,16551,16493,16297,15905,14353,15400,15465,16040,16461,10573,7250,7602,5736,2462,367,2,4,0
202212,5호선,길동,4,4361,8457,21886,26966,15254,12484,12792,13838,13697,12833,14111,15844,17071,17191,8971,7051,6683,5503,2182,414,4,3,0
202212,5호선,김포공항,2,497,1726,4445,7506,6996,7787,10962,12560,14641,17731,18642,20164,24828,28976,18096,14722,13748,13084,4151,313,2,0,0
202212,5호선,까치산,247,23700,42548,123765,158523,81926,48335,43026,44319,41099,35437,34025,36545,36162,32822,20227,15100,12784,10678,5229,933,39,6,0
202212,5호선,답십리,20,8501,17754,53067,74321,36984,24111,21207,22554,21967,20799,22023,26682,32705,35143,17134,12068,10557,7790,3288,550,22,7,0
202212,5호선,동대문역사문화공원(DDP),0,200,638,1368,2530,2438,2946,3390,3013,3226,3807,4535,6437,12535,20887,7837,4338,4074,2857,1247,218,14,2,0
202212,5호선,둔촌동,4,3954,9493,23727,28260,15528,12225,12670,12758,12723,13298,14155,18940,22012,20642,10741,8530,7688,5763,2432,229,9,6,0
202212,5호선,마곡,1,2378,7161,23202,25377,14004,11118,11281,12302,13729,15184,17729,22119,33060,42855,18249,12811,11859,8233,3357,485,1,6,0
202212,5호선,마장,0,2319,5627,15636,20528,11506,8752,8949,10324,9571,10016,10528,11525,12085,13574,8168,6256,6045,4498,1710,235,8,5,0
202212,5호선,마천,30,7011,13550,40550,33791,17179,11625,10150,10940,9496,8892,8369,10028,10020,9595,4439,3375,2712,1702,634,115,4,1,0
202212,5호선,마포,17,2278,7798,26110,35838,18878,15702,16851,18852,20051,19718,21109,24320,38465,60460,23470,21615,24881,19792,8225,1073,23,15,0
202212,5호선,명일,19,4893,13690,34571,32886,18889,16106,14520,14950,13347,12941,12636,14993,13880,12809,7428,5804,6265,4083,1935,412,1,2,0
202212,5호선,목동,5,7692,19803,58114,74907,35863,25930,24244,23932,22485,21788,22770,25115,28929,29520,16533,13327,12623,11182,4313,639,13,9,0
202212,5호선,미사,10,7269,22936,65754,62820,33463,24211,22580,23740,24078,21974,25695,26827,29560,29114,16993,16187,16730,14786,7543,1826,14,0,0
202212,5호선,발산,1,3411,9422,26219,29459,18531,19255,23048,27065,30234,34488,41192,48532,67529,85737,38801,34412,36869,30759,13528,1832,18,47,0
202212,5호선,방이,2,2664,7159,18363,18259,11571,9964,9242,10494,10758,9880,11098,12742,16332,20790,10026,9142,11240,11174,2370,225,25,7,0
202212,5호선,방화,20,4966,10874,26723,26064,14652,11664,11482,11320,10627,10132,10868,11850,11511,9684,4684,3760,2619,2284,922,178,10,1,0
202212,5호선,상일동,34,9227,28486,76204,56760,33105,25717,21731,21399,19359,17730,19780,21544,23291,19669,10347,7589,5293,3903,1669,466,10,2,0
202212,5호선,서대문,7,2968,5970,17899,24813,18395,19348,23120,24227,23263,25633,32501,41104,72500,114240,30231,26363,26503,18619,7614,921,21,27,0
202212,5호선,송정,25,3618,7602,19753,23239,14877,11444,10677,10754,10087,10088,10058,11511,12780,12940,7185,5621,4885,4029,1955,296,2,3,0
202212,5호선,신금호,31,2945,6708,20538,28991,15389,10380,9618,9487,10115,8818,10060,11799,11043,10200,7278,4852,4042,3132,1356,200,6,3,0
202212,5호선,신길,45,1401,4052,14825,23443,10199,5947,4768,5222,4867,4481,4651,5958,8411,12865,4492,2920,3057,2422,1448,258,13,5,0
202212,5호선,신정(은행정),62,11830,22918,63847,78873,38446,21519,19535,18999,16931,14158,14498,16060,17295,17055,8438,5744,5049,3828,1650,244,9,5,0
202212,5호선,아차산(어린이대공원후문),2,8844,16940,41913,59910,32822,22430,21765,24650,24183,24071,24407,26960,28173,26478,15716,11375,11215,9177,3268,489,6,2,0
202212,5호선,애오개,29,2057,4975,16930,24893,12355,9207,9748,9927,10293,9319,10151,11703,15493,21916,7561,5570,4953,3562,1408,213,6,1,0
202212,5호선,양평,0,2145,6676,23739,29798,13124,7958,7764,8722,8727,7951,8395,10023,17514,30383,8661,5582,4837,3632,1641,247,7,0,0
202212,5호선,여의나루,6,922,2244,4801,8330,5506,5079,6943,9724,11901,16972,22573,31923,55105,63769,27770,29400,18265,10908,2977,477,70,4,0
202212,5호선,여의도,4,1997,3744,9285,12975,11532,13285,20564,22304,29274,37320,48401,65996,158057,181530,74548,69331,59739,36420,12858,1506,49,44,0
202212,5호선,영등포구청,0,942,2414,7047,10363,5376,4007,4438,4861,5365,5432,6176,7762,11383,20662,6370,4361,4232,3225,1556,267,7,4,0
202212,5호선,영등포시장,2,2374,5662,21954,33681,14704,10656,11537,14216,14685,15678,20553,25812,31687,40831,17394,12510,12119,9198,4001,543,5,24,0
202212,5호선,오금,6,1091,2677,7794,7825,5389,4813,4894,5644,5856,5599,6389,7623,11116,14342,4474,3533,2989,2323,932,120,0,0,0
202212,5호선,오목교(목동운동장앞),0,4999,14446,48023,59336,32048,23946,25056,29347,30974,32490,36818,44369,54891,68292,37204,39708,32392,23744,8884,1086,24,43,0
202212,5호선,올림픽공원(한국체대),348,2912,5228,10863,12078,8752,7822,7559,7842,7428,7520,9321,10174,12044,9943,4901,8711,5926,5095,2973,96,1,0,0
202212,5호선,왕십리(성동구청),31,1719,2005,5721,8816,5202,4703,5274,6210,6727,7696,8340,10035,11521,15042,8716,8305,9420,7743,3812,665,11,52,0
202212,5호선,우장산,0,6353,21021,53357,60337,31530,25730,24918,26398,23896,21691,24156,26398,24307,19844,11650,8782,7316,6083,2058,322,8,2,0
202212,5호선,을지로4가,3,422,776,1670,2897,3042,4251,6079,7447,8906,10675,12196,14995,27852,38313,14987,9621,8552,5828,2564,390,5,2,0
202212,5호선,장한평,46,7136,17621,52396,75566,39895,24110,22164,24034,23620,22897,25319,33181,43897,61360,26105,15685,12816,10130,4606,701,16,4,0
202212,5호선,종로3가,76,1539,2055,3366,5106,5981,7731,12667,19063,22419,27912,34066,40811,49769,60434,35959,35010,40654,33445,16996,2800,156,61,0
